title,keywords,everything,topic,authors,journal,links
effects of hypothyroidism on the mesenteric and omental adipose tissue in rats.,adipokines adipose tissue energy balance hormonal patterns hypothyroidism,effects of hypothyroidism on the mesenteric and omental adipose tissue in rats.,TISSUE/BIOMATERIAL,"López Fontana CM, Pennachio G, Zyla L, Toneatto J, Bruna FA, Ortiz N, Sassi PL, Santiano FE, García S, Sasso CV, Pietrobon E, Jahn GA, Pistone Creydt V, Soaje M, Carón RW,",*Molecular and cellular endocrinology*,* [Effects of hypothyroidism on the mesenteric and omental adipose tissue in rats.](https://www.ncbi.nlm.nih.gov/pubmed/31004687)
cryopreservation of tendon tissue using dimethyl sulfoxide combines conserved cell vitality with maintained biomechanical features.,,cryopreservation of tendon tissue using dimethyl sulfoxide combines conserved cell vitality with maintained biomechanical features.,TISSUE/BIOMATERIAL,"Hochstrat E, Müller M, Frank A, Michel P, Hansen U, Raschke MJ, Kronenberg D, Stange R,",*PloS one*,* [Cryopreservation of tendon tissue using dimethyl sulfoxide combines conserved cell vitality with maintained biomechanical features.](https://www.ncbi.nlm.nih.gov/pubmed/31002728)
mechanical study of polyurethane elastomer and medpor as the material of artificial auricular scaffold.,medpor polyurethane artificial auricular scaffold biomechanics,mechanical study of polyurethane elastomer and medpor as the material of artificial auricular scaffold.,TISSUE/BIOMATERIAL,"Liu G, Wang Q, Yang Q, Zhang L, Dong W, Liu Y, Guo R, Han J,",*Zhongguo xiu fu chong jian wai ke za zhi = Zhongguo xiufu chongjian waike zazhi = Chinese journal of reparative and reconstructive surgery*,* [[Mechanical study of polyurethane elastomer and Medpor as the material of artificial auricular scaffold].](https://www.ncbi.nlm.nih.gov/pubmed/30983201)
mechanical and morphological description of human acellular dura mater as a scaffold for surgical reconstruction.,acellular scaffold dura mater sodium dodecyl sulphate tensile properties,mechanical and morphological description of human acellular dura mater as a scaffold for surgical reconstruction.,TISSUE/BIOMATERIAL,"J Z, B O, M S, G ST, N H,",*Journal of the mechanical behavior of biomedical materials*,* [Mechanical and morphological description of human acellular dura mater as a scaffold for surgical reconstruction.](https://www.ncbi.nlm.nih.gov/pubmed/31029993)
in situ structures of polar and lateral flagella revealed by cryo-electron tomography.,,in situ structures of polar and lateral flagella revealed by cryo-electron tomography.,TISSUE/BIOMATERIAL,"Zhu S, Schniederberend M, Zhitnitsky D, Jain R, Galán JE, Kazmierczak BI, Liu J,",*Journal of bacteriology*,* [In situ structures of polar and lateral flagella revealed by cryo-electron tomography.](https://www.ncbi.nlm.nih.gov/pubmed/31010901)
experience of antiseptic application for processing of rat lung biological matrices.,,experience of antiseptic application for processing of rat lung biological matrices.,TISSUE/BIOMATERIAL,"Kuevda EV, Gubareva EA, Basov AA, Krasheninnikov SV, Grigoriev TE, Gumenyuk IS, Dzhimak SS, Kachanova OA, Chvalun SN,",*Doklady. Biochemistry and biophysics*,* [Experience of Antiseptic Application for Processing of Rat Lung Biological Matrices.](https://www.ncbi.nlm.nih.gov/pubmed/31012012)
structural and biomechanical corneal differences between type 2 diabetic and nondiabetic patients.,,structural and biomechanical corneal differences between type 2 diabetic and nondiabetic patients.,TISSUE/BIOMATERIAL,"Beato JN, Esteves-Leandro J, Reis D, Falcão M, Rosas V, Carneiro Â, Falcão Reis F,",*Journal of ophthalmology*,* [Structural and Biomechanical Corneal Differences between Type 2 Diabetic and Nondiabetic Patients.](https://www.ncbi.nlm.nih.gov/pubmed/31011451)
biomechanical impact of localized corneal cross-linking beyond the irradiated treatment area.,,biomechanical impact of localized corneal cross-linking beyond the irradiated treatment area.,TISSUE/BIOMATERIAL,"Webb JN, Langille E, Hafezi F, Randleman JB, Scarcelli G,","*Journal of refractive surgery (Thorofare, N.J. : 1995)*",* [Biomechanical Impact of Localized Corneal Cross-linking Beyond the Irradiated Treatment Area.](https://www.ncbi.nlm.nih.gov/pubmed/30984983)
oxytocin blocks enhanced motivation for alcohol in alcohol dependence and blocks alcohol effects on gabaergic transmission in the central amygdala.,,oxytocin blocks enhanced motivation for alcohol in alcohol dependence and blocks alcohol effects on gabaergic transmission in the central amygdala.,TISSUE/BIOMATERIAL,"Tunstall BJ, Kirson D, Zallar LJ, McConnell SA, Vendruscolo JCM, Ho CP, Oleata CS, Khom S, Manning M, Lee MR, Leggio L, Koob GF, Roberto M, Vendruscolo LF,",*PLoS biology*,* [Oxytocin blocks enhanced motivation for alcohol in alcohol dependence and blocks alcohol effects on GABAergic transmission in the central amygdala.](https://www.ncbi.nlm.nih.gov/pubmed/30990816)
influence of preoperative astigmatism on corneal biomechanics and accurate intraocular pressure measurement after micro-incision phacoemulsification.,cataract surgery corneal astigmatism corneal hysteresis corneal resistance factor intraocular pressure,influence of preoperative astigmatism on corneal biomechanics and accurate intraocular pressure measurement after micro-incision phacoemulsification.,TISSUE/BIOMATERIAL,"Pniakowska Z, Jurowski P,",*International journal of ophthalmology*,* [Influence of preoperative astigmatism on corneal biomechanics and accurate intraocular pressure measurement after micro-incision phacoemulsification.](https://www.ncbi.nlm.nih.gov/pubmed/31024811)
corneal biomechanical alterations in patients with chronic ocular graft versus-host disease.,,corneal biomechanical alterations in patients with chronic ocular graft versus-host disease.,TISSUE/BIOMATERIAL,"Giannaccare G, Pellegrini M, Taroni L, Bernabei F, Senni C, Grendele A, Scorcia V, Campos EC,",*PloS one*,* [Corneal biomechanical alterations in patients with chronic ocular Graft Versus-Host Disease.](https://www.ncbi.nlm.nih.gov/pubmed/31022204)
biophysical and ultrasonographic changes in lichen planus compared with uninvolved skin.,lichen planus biomechanical properties biophysical properties ultrasonography,biophysical and ultrasonographic changes in lichen planus compared with uninvolved skin.,TISSUE/BIOMATERIAL,"Yazdanparast T, Yazdani K, Humbert P, Khatami A, Ahmad Nasrollahi S, Zartab H, Izadi Firouzabadi L, Firooz A,",*International journal of women's dermatology*,* [Biophysical and ultrasonographic changes in lichen planus compared with uninvolved skin.](https://www.ncbi.nlm.nih.gov/pubmed/30997382)
evidence of biomechanical and collagen heterogeneity in uterine fibroids.,,evidence of biomechanical and collagen heterogeneity in uterine fibroids.,TISSUE/BIOMATERIAL,"Jayes FL, Liu B, Feng L, Aviles-Espinoza N, Leikin S, Leppert PC,",*PloS one*,* [Evidence of biomechanical and collagen heterogeneity in uterine fibroids.](https://www.ncbi.nlm.nih.gov/pubmed/31034494)
"biomechanical analysis of subclinical keratoconus with normal topographic, topometric, and tomographic findings.",,"biomechanical analysis of subclinical keratoconus with normal topographic, topometric, and tomographic findings.",TISSUE/BIOMATERIAL,"Koc M, Aydemir E, Tekin K, Inanc M, Kosekahya P, Kiziltoprak H,","*Journal of refractive surgery (Thorofare, N.J. : 1995)*","* [Biomechanical Analysis of Subclinical Keratoconus With Normal Topographic, Topometric, and Tomographic Findings.](https://www.ncbi.nlm.nih.gov/pubmed/30984982)"
relationship between the shift of the retinal artery associated with myopia and ocular response analyzer waveform parameters.,ocular response analyzer corneal biomechanics myopia,relationship between the shift of the retinal artery associated with myopia and ocular response analyzer waveform parameters.,TISSUE/BIOMATERIAL,"Asano S, Asaoka R, Yamashita T, Aoki S, Matsuura M, Fujino Y, Murata H, Nakakura S, Nakao Y, Kiuchi Y,",*Translational vision science & technology*,* [Relationship Between the Shift of the Retinal Artery Associated With Myopia and Ocular Response Analyzer Waveform Parameters.](https://www.ncbi.nlm.nih.gov/pubmed/31016069)
"a review of structural and biomechanical changes in the cornea in aging, disease, and photochemical crosslinking.",aging cornea cornea biomechanical properties crosslinking crosslinking (cxl) corneal collagen keratoconus,"a review of structural and biomechanical changes in the cornea in aging, disease, and photochemical crosslinking.",TISSUE/BIOMATERIAL,"Blackburn BJ, Jenkins MW, Rollins AM, Dupps WJ,",*Frontiers in bioengineering and biotechnology*,"* [A Review of Structural and Biomechanical Changes in the Cornea in Aging, Disease, and Photochemical Crosslinking.](https://www.ncbi.nlm.nih.gov/pubmed/31019909)"
bioengineered analog of stromal cell-derived factor 1α preserves the biaxial mechanical properties of native myocardium after infarction.,angiogenic therapy biaxial tension myocardial infarction ventricular remodeling,bioengineered analog of stromal cell-derived factor 1α preserves the biaxial mechanical properties of native myocardium after infarction.,TISSUE/BIOMATERIAL,"Wang H, Wisneski A, Paulsen MJ, Imbrie-Moore A, Wang Z, Xuan Y, Hernandez HL, Lucian HJ, Eskandari A, Thakore AD, Farry JM, Hironaka CE, von Bornstaedt D, Steele AN, Stapleton LM, Williams KM, Wu MA, MacArthur JW, Woo YJ,",*Journal of the mechanical behavior of biomedical materials*,* [Bioengineered analog of stromal cell-derived factor 1α preserves the biaxial mechanical properties of native myocardium after infarction.](https://www.ncbi.nlm.nih.gov/pubmed/31035067)
optic nerve head damage relation to intracranial pressure and corneal properties of eye in glaucoma risk assessment.,cornea finite element analysis glaucoma intracranial pressure ocular biomechanics,optic nerve head damage relation to intracranial pressure and corneal properties of eye in glaucoma risk assessment.,TISSUE/BIOMATERIAL,"Kharmyssov C, Abdildin YG, Kostas KV,",*Medical & biological engineering & computing*,* [Optic nerve head damage relation to intracranial pressure and corneal properties of eye in glaucoma risk assessment.](https://www.ncbi.nlm.nih.gov/pubmed/31028605)
permeability versus design in tpms scaffolds.,tpms biomechanics bone scaffolds numerical modeling permeability tissue engineering,permeability versus design in tpms scaffolds.,TISSUE/BIOMATERIAL,"Castro APG, Pires T, Santos JE, Gouveia BP, Fernandes PR,","*Materials (Basel, Switzerland)*",* [Permeability versus Design in TPMS Scaffolds.](https://www.ncbi.nlm.nih.gov/pubmed/31013656)
"pathology in the appendicular bones of southern tamandua, tamandua tetradactyla (xenarthra, pilosa): injuries to the locomotor system and first case report of osteomyelitis in anteaters.",anatomical pathology animal anatomy bone diseases myrmecophagidae vermilingua,"pathology in the appendicular bones of southern tamandua, tamandua tetradactyla (xenarthra, pilosa): injuries to the locomotor system and first case report of osteomyelitis in anteaters.",VETERINARY/AGRICULTURAL,"Cotts L, Amaral RV, Laeta M, Cunha-Filho CA, Moratelli R,",*BMC veterinary research*,"* [Pathology in the appendicular bones of southern tamandua, Tamandua tetradactyla (Xenarthra, Pilosa): injuries to the locomotor system and first case report of osteomyelitis in anteaters.](https://www.ncbi.nlm.nih.gov/pubmed/31023313)"
behavioral profile of intermittent vs continuous access to a high fat diet during adolescence.,anxiety high fat learning locomotion memory,behavioral profile of intermittent vs continuous access to a high fat diet during adolescence.,VETERINARY/AGRICULTURAL,"Blanco-Gandía MC, Miñarro J, Rodríguez-Arias M,",*Behavioural brain research*,* [Behavioral profile of intermittent vs continuous access to a high fat diet during adolescence.](https://www.ncbi.nlm.nih.gov/pubmed/31009646)
