title,keywords,everything,topic,authors,journal,links
dynamic anterior shoulder stabilization with the long head of the biceps tendon: a biomechanical study.,"biomechanics of tendon biomechanics, general shoulder, general shoulder, glenoid labrum shoulder, instability",dynamic anterior shoulder stabilization with the long head of the biceps tendon: a biomechanical study.,TENDON/LIGAMENT,"Mehl J, Otto A, Imhoff FB, Murphy M, Dyrna F, Obopilwe E, Cote M, Lädermann A, Collin P, Beitzel K, Mazzocca AD,",*The American journal of sports medicine*,* [Dynamic Anterior Shoulder Stabilization With the Long Head of the Biceps Tendon: A Biomechanical Study.](https://www.ncbi.nlm.nih.gov/pubmed/30964697)
role of the anconeus in the stability of a lateral ligament and common extensor origin-deficient elbow: an in vitro biomechanical study.,anconeus plri elbow instability kinematics lateral collateral ligament,role of the anconeus in the stability of a lateral ligament and common extensor origin-deficient elbow: an in vitro biomechanical study.,TENDON/LIGAMENT,"Badre A, Axford DT, Banayan S, Johnson JA, King GJW,",*Journal of shoulder and elbow surgery*,* [Role of the anconeus in the stability of a lateral ligament and common extensor origin-deficient elbow: an in vitro biomechanical study.](https://www.ncbi.nlm.nih.gov/pubmed/30723030)
effect of autologous platelet-rich plasma and gelatin sponge for tendon-to-bone healing after rabbit anterior cruciate ligament reconstruction.,,effect of autologous platelet-rich plasma and gelatin sponge for tendon-to-bone healing after rabbit anterior cruciate ligament reconstruction.,TENDON/LIGAMENT,"Zhang M, Zhen J, Zhang X, Yang Z, Zhang L, Hao D, Ren B,",*Arthroscopy : the journal of arthroscopic & related surgery : official publication of the Arthroscopy Association of North America and the International Arthroscopy Association*,* [Effect of Autologous Platelet-Rich Plasma and Gelatin Sponge for Tendon-to-Bone Healing After Rabbit Anterior Cruciate Ligament Reconstruction.](https://www.ncbi.nlm.nih.gov/pubmed/30979627)
a biomechanical comparison of alternative graft preparations for all-inside anterior cruciate ligament reconstruction.,,a biomechanical comparison of alternative graft preparations for all-inside anterior cruciate ligament reconstruction.,TENDON/LIGAMENT,"Richardson MW, Tsouris ND, Hassan CR, Elbayar JH, Qin YX, Komatsu DE, Rizzi AV, Paci JM,",*Arthroscopy : the journal of arthroscopic & related surgery : official publication of the Arthroscopy Association of North America and the International Arthroscopy Association*,* [A Biomechanical Comparison of Alternative Graft Preparations for All-Inside Anterior Cruciate Ligament Reconstruction.](https://www.ncbi.nlm.nih.gov/pubmed/30987907)
biomechanical comparison of four prosthetic ligament repair techniques for tarsal medial collateral ligament injury in dogs.,,biomechanical comparison of four prosthetic ligament repair techniques for tarsal medial collateral ligament injury in dogs.,TENDON/LIGAMENT,"Martin Y, Johnson MD, Travers CJ, Colee J, McConkey MJ, Banks SA,",*American journal of veterinary research*,* [Biomechanical comparison of four prosthetic ligament repair techniques for tarsal medial collateral ligament injury in dogs.](https://www.ncbi.nlm.nih.gov/pubmed/31034275)
predictors of healing ligament size and magnetic resonance signal intensity at 6 months after bridge-enhanced anterior cruciate ligament repair.,acl mri biomechanics outcome repair research,predictors of healing ligament size and magnetic resonance signal intensity at 6 months after bridge-enhanced anterior cruciate ligament repair.,TENDON/LIGAMENT,"Murray MM, Kiapour AM, Kalish LA, Ecklund K, Freiberger C, Henderson R, Kramer D, Micheli L, Yen YM, Fleming BC,",*The American journal of sports medicine*,* [Predictors of Healing Ligament Size and Magnetic Resonance Signal Intensity at 6 Months After Bridge-Enhanced Anterior Cruciate Ligament Repair.](https://www.ncbi.nlm.nih.gov/pubmed/30986359)
the influence of full-thickness supraspinatus tears on abduction moments: the importance of the central tendon.,biomechanics in vitro rotator cuff,the influence of full-thickness supraspinatus tears on abduction moments: the importance of the central tendon.,TENDON/LIGAMENT,"Thompson SM, Prinold JAI, Hill AM, Reilly P, Emery RJH, Bull AMJ,",*Shoulder & elbow*,* [The influence of full-thickness supraspinatus tears on abduction moments: the importance of the central tendon.](https://www.ncbi.nlm.nih.gov/pubmed/31019558)
modification of silicone elastomers with bioglass 45s5® increases in ovo tissue biointegration.,cam assay bioactive glass in ovo silicone implants tissue biointegration,modification of silicone elastomers with bioglass 45s5® increases in ovo tissue biointegration.,TISSUE/BIOMATERIAL,"Cohrs NH, Schulz-Schönhagen K, Mohn D, Wolint P, Meier Bürgisser G, Stark WJ, Buschmann J,","*Journal of biomedical materials research. Part B, Applied biomaterials*",* [Modification of silicone elastomers with Bioglass 45S5® increases in ovo tissue biointegration.](https://www.ncbi.nlm.nih.gov/pubmed/30189112)
quantifying vocal fold wound-healing biomechanical property changes.,voice biomechanics injury microindentation vocal fold wound healing,quantifying vocal fold wound-healing biomechanical property changes.,TISSUE/BIOMATERIAL,"Dion GR, Guda T, Mukudai S, Bing R, Lavoie JF, Branski RC,",*The Laryngoscope*,* [Quantifying vocal fold wound-healing biomechanical property changes.](https://www.ncbi.nlm.nih.gov/pubmed/31059589)
biologically inspired scaffolds for heart valve tissue engineering via melt electrowriting.,3d printing biofabrication biomimetic heart valve tissue engineering melt electrowriting,biologically inspired scaffolds for heart valve tissue engineering via melt electrowriting.,TISSUE/BIOMATERIAL,"Saidy NT, Wolf F, Bas O, Keijdener H, Hutmacher DW, Mela P, De-Juan-Pardo EM,","*Small (Weinheim an der Bergstrasse, Germany)*",* [Biologically Inspired Scaffolds for Heart Valve Tissue Engineering via Melt Electrowriting.](https://www.ncbi.nlm.nih.gov/pubmed/31058444)
resorbable synthetic meshes for abdominal wall defects in preclinical setting: a literature review.,abdominal wall hernia biosynthetic mesh experimental studies resorbable synthetic mesh review,resorbable synthetic meshes for abdominal wall defects in preclinical setting: a literature review.,TISSUE/BIOMATERIAL,"Miserez M, Jairam AP, Boersema GSA, Bayon Y, Jeekel J, Lange JF,",*The Journal of surgical research*,* [Resorbable Synthetic Meshes for Abdominal Wall Defects in Preclinical Setting: A Literature Review.](https://www.ncbi.nlm.nih.gov/pubmed/30710881)
dynamic in vitro models for tumor tissue engineering.,bioreactor biosensor cancer model flow perfusion in vitro scaffold design,dynamic in vitro models for tumor tissue engineering.,TISSUE/BIOMATERIAL,"Karami D, Richbourg N, Sikavitsas V,",*Cancer letters*,* [Dynamic in vitro models for tumor tissue engineering.](https://www.ncbi.nlm.nih.gov/pubmed/30763717)
molecular and structural insights into skin collagen reveals several factors that influence its architecture.,collagen structure glycosaminoglycans natural crosslinks skin small angle x-ray scattering transmission electron microscope,molecular and structural insights into skin collagen reveals several factors that influence its architecture.,TISSUE/BIOMATERIAL,"Naffa R, Maidment C, Ahn M, Ingham B, Hinkley S, Norris G,",*International journal of biological macromolecules*,* [Molecular and structural insights into skin collagen reveals several factors that influence its architecture.](https://www.ncbi.nlm.nih.gov/pubmed/30703425)
thymoquinone and fluoxetine alleviate depression via attenuating oxidative damage and inflammatory markers in type-2 diabetic rats.,thymoquinone depression fluoxetine nicotinamide streptozotocin,thymoquinone and fluoxetine alleviate depression via attenuating oxidative damage and inflammatory markers in type-2 diabetic rats.,TISSUE/BIOMATERIAL,"Safhi MM, Qumayri HM, Masmali AUM, Siddiqui R, Alam MF, Khan G, Anwer T,",*Archives of physiology and biochemistry*,* [Thymoquinone and fluoxetine alleviate depression via attenuating oxidative damage and inflammatory markers in type-2 diabetic rats.](https://www.ncbi.nlm.nih.gov/pubmed/29482373)
mouse model of tracheal replacement with electrospun nanofiber scaffolds.,biomaterials micro computed tomography tissue engineered trachea tracheal stenosis,mouse model of tracheal replacement with electrospun nanofiber scaffolds.,TISSUE/BIOMATERIAL,"Dharmadhikari S, Best CA, King N, Henderson M, Johnson J, Breuer CK, Chiang T,","*The Annals of otology, rhinology, and laryngology*",* [Mouse Model of Tracheal Replacement With Electrospun Nanofiber Scaffolds.](https://www.ncbi.nlm.nih.gov/pubmed/30700095)
a 3-d rat brain model for blast-wave exposure: effects of brain vasculature and material properties.,blast overpressure high-strain-rate material properties rat cerebral vasculature shock tube,a 3-d rat brain model for blast-wave exposure: effects of brain vasculature and material properties.,TISSUE/BIOMATERIAL,"Unnikrishnan G, Mao H, Sundaramurthy A, Bell ED, Yeoh S, Monson K, Reifman J,",*Annals of biomedical engineering*,* [A 3-D Rat Brain Model for Blast-Wave Exposure: Effects of Brain Vasculature and Material Properties.](https://www.ncbi.nlm.nih.gov/pubmed/31054004)
evaluation of a novel degradable synthetic biomaterial patch for augmentation of tendon healing in a large animal model.,,evaluation of a novel degradable synthetic biomaterial patch for augmentation of tendon healing in a large animal model.,TISSUE/BIOMATERIAL,"Gersoff WK, Bozynski CC, Cook CR, Pfeiffer FM, Kuroki K, Cook JL,",*The journal of knee surgery*,* [Evaluation of a Novel Degradable Synthetic Biomaterial Patch for Augmentation of Tendon Healing in a Large Animal Model.](https://www.ncbi.nlm.nih.gov/pubmed/29702719)
enzymatic crosslinked gelatin 3d scaffolds for bone tissue engineering.,bone drug delivery gelatin scaffold tissue engineering,enzymatic crosslinked gelatin 3d scaffolds for bone tissue engineering.,TISSUE/BIOMATERIAL,"Echave MC, Pimenta-Lopes C, Pedraz JL, Mehrali M, Dolatshahi-Pirouz A, Ventura F, Orive G,",*International journal of pharmaceutics*,* [Enzymatic crosslinked gelatin 3D scaffolds for bone tissue engineering.](https://www.ncbi.nlm.nih.gov/pubmed/30853482)
measurement of corneal biomechanical properties in diabetes mellitus using the ocular response analyzer and the corvis st.,,measurement of corneal biomechanical properties in diabetes mellitus using the ocular response analyzer and the corvis st.,TISSUE/BIOMATERIAL,"Ramm L, Herber R, Spoerl E, Pillunat LE, Terai N,",*Cornea*,* [Measurement of Corneal Biomechanical Properties in Diabetes Mellitus Using the Ocular Response Analyzer and the Corvis ST.](https://www.ncbi.nlm.nih.gov/pubmed/30681520)
evaluation of decellularization protocols for production of porcine small intestine submucosa for use in abdominal wall reconstruction.,abdominal wall reconstruction biocompatibility biomechanical properties decellularization porcine small intestine submucosa (psis),evaluation of decellularization protocols for production of porcine small intestine submucosa for use in abdominal wall reconstruction.,TISSUE/BIOMATERIAL,"Chai Y, Xu J, Zhang Y, Zhang J, Hu Z, Zhou H,",*Hernia : the journal of hernias and abdominal wall surgery*,* [Evaluation of decellularization protocols for production of porcine small intestine submucosa for use in abdominal wall reconstruction.](https://www.ncbi.nlm.nih.gov/pubmed/31041557)
