id,topic,authors,title,journal,year,vol_issue,doi
5882,REHABILITATION,"['Sousa CO, Barela JA, Prado-Medeiros CL, Salvini TF and Barela AMF']",Gait training with partial body weight support during overground walking for individuals with chronic stroke: A pilot study,Journal of Neuroengineering and Rehabilitation,2011,8,http://dx.doi.org/4810.1186/1743-0003-8-48
5883,REHABILITATION,['Lewek MD and Randall EP'],Reliability of spatiotemporal asymmetry during overground walking for individuals following chronic stroke,Journal of Neurologic Physical Therapy,2011,35(3):116-21,http://dx.doi.org/10.1097/NPT.0b013e318227fe70
5884,REHABILITATION,"['Sawers A, Hahn ME, Kelly VE, Czerniecki JM and Kartin D']",Beyond componentry: How principles of motor learning can enhance locomotor rehabilitation of individuals with lower limb loss-a review,Journal of Rehabilitation Research and Development,2012,49(10):1431-41,http://dx.doi.org/10.1682/jrrd.2011.12.0235
5885,REHABILITATION,"['Silva, RS', 'Ferreira, ALG', 'Nakagawa, TH', 'Santos, JEM', 'Serrao, FV']",Rehabilitation of patellar tendinopathy using hip extensor strengthening and landing-strategy modification: case report with 6-month follow-up,Journal Of Orthopaedic & Sports Physical Therapy,2015,45:899-909,http://dx.doi.org/10.2519/jospt.2015.6242
5886,REHABILITATION,"['Grimmer, M', 'Riener, R', 'Walsh, CJ', 'Seyfarth, A']",Mobility related physical and functional losses due to aging and disease - a motivation for lower limb exoskeletons,Journal Of Neuroengineering And Rehabilitation,2019,16:00,http://dx.doi.org/10.1186/s12984-018-0458-8
5887,REHABILITATION,"['Athukorala RP, Jones RD, Sella O and Huckabee ML']",Skill training for swallowing rehabilitation in patients with parkinson's disease,Archives of Physical Medicine and Rehabilitation;95(7):1374-82. http://dx.doi.org/10.1016/j.apmr,2014.03.00,2014,3.001
5888,REHABILITATION,"['Johanson, MA', 'Armstrong, M', 'Hopkins, C', 'Keen, ML', 'Robinson, M', 'Stephenson, S']",Gastrocnemius stretching program: more effective in increasing ankle/rear-foot dorsiflexion when subtalar joint positioned in pronation than in supination,Journal Of Sport Rehabilitation,2015,24:307-314,http://dx.doi.org/10.1123/jsr.2014-0191
5889,REHABILITATION,"['Hagen, M', 'Lahner, M', 'Winhuysen, M', 'Maiwald, C']",Reliability of isometric subtalar pronator and supinator strength testing,Journal Of Foot And Ankle Research,2015,8:00,http://dx.doi.org/10.1186/s13047-015-0075-8
5890,REHABILITATION,"['Hickey, A', 'Hopper, D', 'Hall, T', 'Wild, CY']",The effect of the mulligan knee taping technique on patellofemoral pain and lower limb biomechanics,American Journal Of Sports Medicine,2016,44:1179-1185,http://dx.doi.org/10.1177/0363546516629418
5891,REHABILITATION,"['Stilwell, P', 'Hayden, JA', 'Rosiers, PD', 'Harman, K', 'French, SD', 'Curran, JA', 'Hefford, W']",A qualitative study of doctors of chiropractic in a nova scotian practice-based research network: barriers and facilitators to the screening and management of psychosocial factors for patients with low back pain,Journal Of Manipulative And Physiological Therapeutics,2018,41:25-33,http://dx.doi.org/10.1016/j.jmpt.2017.07.014
5892,REHABILITATION,"['Bonizzato, M', 'Pidpruzhnykova, G', 'DiGiovanna, J', 'Shkorbatova, P', 'Pavlova, N', 'Micera, S', 'Courtine, G']",Brain-controlled modulation of spinal circuits improves recovery from spinal cord injury,Nature Communications,2018,9:00,http://dx.doi.org/10.1038/s41467-018-05282-6
5893,REHABILITATION,"['Abbasian, S', 'Rastegar, M']",Is the intensity or duration of treadmill training important for stroke patients? a meta-analysis,Journal Of Stroke & Cerebrovascular Diseases,2018,27:32-43,http://dx.doi.org/10.1016/j.jstrokec...is.2017.09.061
5894,REHABILITATION,"['Symons B, Wuest S, Leonard T and Herzog W']",Biomechanical characterization of cervical spinal manipulation in living subjects and cadavers,Journal of Electromyography and Kinesiology;22(5):747-51. http://dx.doi.org/10.1016/j.jelekin,2012.02.00,2012,2.004
5895,REHABILITATION,"['Holsgaard-Larsen, A', 'Jensen, C', 'Aagaard, P']",Subjective vs objective predictors of functional knee joint performance in anterior cruciate ligament-reconstructed patients-do we need both?,Knee,2014,21:1139-1144,http://dx.doi.org/10.1016/j.knee.2014.09.004
5896,REHABILITATION,"['Alcobendas-Maestro M, Esclarin-Ruz A, Casado-Lopez RM, Munoz-Gonzalez A, Perez-Mateos G, Gonzalez-Valdizan E, et al']",Lokomat robotic-assisted versus overground training within 3 to 6 months of incomplete spinal cord lesion: Randomized controlled trial,Neurorehabilitation and Neural Repair;26(9):1058-63. http://dx.doi.org/10.1177/15459683124482,,,
5897,REHABILITATION,"['de Oliveira RR, Bezerra MA, de Lira KDS, Novaes KA, Teixeira M, Chaves CD, et al']",Aerobic physical training restores biomechanical properties of achilles tendon in rats chemically induced to diabetes mellitus,Journal of Diabetes and Its Complications;26(3):163-8. http://dx.doi.org/10.1016/j.jdiacomp,2012.03.01,2012,3.017
5898,REHABILITATION,"['Masugi, Y', 'Kawashima, N', 'Inoue, D', 'Nakazawa, K']",Effects of movement-related afferent inputs on spinal reflexes evoked by transcutaneous spinal cord stimulation during robot-assisted passive stepping,Neuroscience Letters,2016,627:100-106,http://dx.doi.org/10.1016/j.neulet.2016.05.047
5899,REHABILITATION,"['Zhang YX, Roxburgh R, Huang L, Parsons J, Davies TC']",The effect of hydrotherapy treatment on gait characteristics of hereditary spastic paraparesis patients,Gait & Posture,2014, 39(4): 1074-1079,http://dx.doi.org/10.1016/j.gaitpost.2014.01.010
5900,REHABILITATION,"['Savin DN, Tseng SC, Whitall J and Morton SM']",Poststroke hemiparesis impairs the rate but not magnitude of adaptation of spatial and temporal locomotor features,Neurorehabilitation and Neural Repair;27(1):24-34. http://dx.doi.org/10.1177/15459683114345,,,
5901,REHABILITATION,"['Engell, S', 'Triano, JJ', 'Fox, JR', 'Langevin, HM', 'Konofagou, EE']",Differential displacement of soft tissue layers from manual therapy loading,Clinical Biomechanics,2016,33:66-72,http://dx.doi.org/10.1016/j.clinbiomech.2016.02.011
5902,REHABILITATION,['See PA and de Leon RD'],Robotic loading during treadmill training enhances locomotor recovery in rats spinally transected as neonates,Journal of Neurophysiology,2013,110(3):760-7,http://dx.doi.org/10.1152/jn.01099.2012
5903,REHABILITATION,"['Mehrholz, J', 'Thomas, S', 'Elsner, B']",Treadmill training and body weight support for walking after stroke,Cochrane Database Of Systematic Reviews,2017,NaN,http://dx.doi.org/10.1002/14651858.CD002840.pub4
5904,REHABILITATION,['Possover M'],Recovery of Sensory and Supraspinal Control of Leg Movement in People With Chronic Paraplegia: A Case Series,Archives of Physical Medicine and Rehabilitation,2014, 95(4): 610-614,http://dx.doi.org/10.1016/j.apmr.2013.10.030
5905,REHABILITATION,"['Bjerkefors A, Tinmark F, Nilsson J and Arndt A']",Seated double-poling ergometer performance of individuals with spinal cord injury - a new ergometer concept for standardized upper body exercise,International Journal of Sports Medicine;34(2):176-82. http://dx.doi.org/10.1055/s-0032-13116,,,
5906,REHABILITATION,"['Yeung, LF', 'Ockenfeld, C', 'Pang, MK', 'Wai, HW', 'Soo, OY', 'Li, SW', 'Tong, KY']",Randomized controlled trial of robot-assisted gait training with dorsiflexion assistance on chronic stroke patients wearing ankle-foot-orthosis,Journal Of Neuroengineering And Rehabilitation,2018,15:00,http://dx.doi.org/10.1186/s12984-018-0394-7
5907,REHABILITATION,"['Chen XY, Chen Y, Wang Y, Thompson A, Carp JS, Segal RL, et al']",Reflex conditioning: A new strategy for improving motor function after spinal cord injury,Discoveries in spinal cord injury research: From bench to bedside.,2010. p E12-E21,2010,p E12-E21.
5908,REHABILITATION,"['Shull, PB', 'Damian, DD']","Haptic wearables as sensory replacement, sensory augmentation and trainer - a review",Journal Of Neuroengineering And Rehabilitation,2015,12:00,http://dx.doi.org/10.1186/s12984-015-0055-z
5909,REHABILITATION,"['Smith, AC', 'Knikou, M']",A review on locomotor training after spinal cord injury: reorganization of spinal neuronal circuits and recovery of motor function,Neural Plasticity,2016,NaN,http://dx.doi.org/10.1155/2016/1216258
5910,REHABILITATION,"['Manthou, M', 'Abdulla, DSY', 'Pavlov, SP', 'Jansen, R', 'Bendella, H', 'Nohroudi, K', 'Stein, G', 'Meyer, C', 'Ozsoy, O', 'Ozsoy, U', 'Kandemir, YB', 'Sarikcioglu, L', 'Semler, O', 'Schoenau, E', 'Dunlop, S', 'Angelov, DN']",Whole body vibration (wbv) following spinal cord injury (sci) in rats: timing of intervention,Restorative Neurology And Neuroscience,2017,35:185-216,http://dx.doi.org/10.3233/RNN-160691
5911,REHABILITATION,"['King, E', 'Richter, C', 'Franklyn-Miller, A', 'Daniels, K', 'Wadey, R', 'Moran, R', 'Strike, S']",Whole-body biomechanical differences between limbs exist 9 months after acl reconstruction across jump/landing tasks,Scandinavian Journal Of Medicine & Science In Sports,2018,28:2567-2578,http://dx.doi.org/10.1111/sms.13259
5912,REHABILITATION,"['Ten Brink, AF', 'Visser-Meily, JMA', 'Nijboer, TCW']",Study protocol of 'prism adaptation in rehabilitation': a randomized controlled trial in stroke patients with neglect,Bmc Neurology,2015,15:00,http://dx.doi.org/10.1186/s12883-015-0263-y
5913,REHABILITATION,"['Mutlu, EK', 'Ercin, E', 'Ozdincler, AR', 'Ones, N']",A comparison of two manual physical therapy approaches and electrotherapy modalities for patients with knee osteoarthritis: a randomized three arm clinical trial,Physiotherapy Theory And Practice,2018,34:600-612,http://dx.doi.org/10.1080/09593985.2018.1423591
5914,REHABILITATION,"['Yaari, L', 'Kosashvili, Y', 'Segal, G', 'Shemesh, S', 'Velkes, S', 'Debi, R', 'Mor, A', 'Bernfeld, B', 'Elbaz, A']",Enhanced closed kinematic chain biomechanical therapy for patients after total knee arthroplasty,Rheumatology,2015,54:196-196,
5915,REHABILITATION,"['Simonetti, D', 'Zollo, L', 'Papaleo, E', 'Carpino, G', 'Guglielmelli, E']",Multimodal adaptive interfaces for 3d robot-mediated upper limb neuro-rehabilitation: an overview of bio-cooperative systems,Robotics And Autonomous Systems,2016,85:62-72,http://dx.doi.org/10.1016/j.robot.2016.08.012
5916,REHABILITATION,"['Ding, Y', 'Galiana, I', 'Asbeck, AT', 'Marco, S', 'De Rossi, M', 'Bae, J', 'Santos, TRT', 'de Araujo, VL', 'Lee, S', 'Holt, KG', 'Walsh, C']",Biomechanical and physiological evaluation of multi-joint assistance with soft exosuits,Ieee Transactions On Neural Systems And Rehabilitation Engineering,2017,25:119-130,http://dx.doi.org/10.1109/TNSRE.2016.2523250
5917,REHABILITATION,"['Yang JF, Norton J, Nevett-Duchcherer J, Roy FD, Gross DP and Gorassini MA']",Volitional muscle strength in the legs predicts changes in walking speed following locomotor training in people with chronic spinal cord injury,Physical Therapy,2011,91(6):931-43,http://dx.doi.org/10.2522/ptj.20100163
5918,REHABILITATION,"['McGarvey AC, Osmotherly PG, Hoffman GR and Chiarelli PE']",Scapular muscle exercises following neck dissection surgery for head and neck cancer: A comparative electromyographic study,Physical Therapy,2013,93(6):786-97,http://dx.doi.org/10.2522/ptj.20120385
5919,REHABILITATION,"['Brazg, G', 'Fahey, M', 'Holleran, CL', 'Connolly, M', 'Woodward, J', 'Hennessy, PW', 'Schmit, BD', 'Hornby, TG']",Effects of training intensity on locomotor performance in individuals with chronic spinal cord injury: a randomized crossover study,Neurorehabilitation And Neural Repair,2017,31:944-954,http://dx.doi.org/10.1177/1545968317731538
5920,REHABILITATION,"['Mille ML, Creath RA, Prettyman MG, Hilliard MJ, Martinez KM, MacKinnon CD, et al']",Posture and locomotion coupling: A target for rehabilitation interventions in persons with parkinson's disease,Parkinsons Disease,2012. http://dx.doi.org/10.1155/2012/75418,2012,http://dx.doi.org/10.1155/2012/754186
5921,REHABILITATION,"['Lo HC, Tsai KH, Su FC and Yeh CY']",Functional electrical stimulation cycling wheelchair for stroke patients: Design and preliminary evaluation results,Journal of Medical and Biological Engineering,2011,31(4):295-300,http://dx.doi.org/10.5405/jmbe.857
5922,REHABILITATION,"['Covarrubias-Escudero, F', 'Rivera-Lillo, G', 'Torres-Castro, R', 'Varas-Diaz, G']",Effects of body weight-support treadmill training on postural sway and gait independence in patients with chronic spinal cord injury,Journal Of Spinal Cord Medicine,2019,42:57-64,http://dx.doi.org/10.1080/10790268.2017.1389676
5923,REHABILITATION,"['Triano JJ, Descarreaux M and Dugas C']",Biomechanics - review of approaches for performance training in spinal manipulation,Journal of Electromyography and Kinesiology;22(5):732-9. http://dx.doi.org/10.1016/j.jelekin,2012.03.01,2012,3.011
5924,REHABILITATION,"['Tyrell CM, Roos MA, Rudolph KS and Reisman DS']",Influence of systematic increases in treadmill walking speed on gait kinematics after stroke,Physical Therapy,2011,91(3):392-403,http://dx.doi.org/10.2522/ptj.20090425
5925,REHABILITATION,"['Young Y, Xiong KN and Pruzek RM']",Longitudinal functional recovery after postacute rehabilitation in older hip fracture patients: The role of cognitive impairment and implications for long-term care,Journal of the American Medical Directors Association,2011,12(6):431-8,http://dx.doi.org/10.1016/j.jamda.2010.08.005
5926,REHABILITATION,"['Ambrosini E, Ferrante S, Ferrigno G, Molteni F and Pedrocchi A']",Cycling induced by electrical stimulation improves muscle activation and symmetry during pedaling in hemiparetic patients,Ieee Transactions on Neural Systems and Rehabilitation Engineering,20(3):320-30. http://dx.doi.org/10.1109/tnsre.2012.219157,20(3):320-30,http://dx.doi.org/10.1109/tnsre.2012.2191574
5927,REHABILITATION,"['Maier MW, Niklasch M, Dreher T, Zeifang F, Rettig O, Klotz MC, et al']",Motion patterns in activities of daily living: 3-year longitudinal follow-up after total shoulder arthroplasty using an optical 3d motion analysis system,Bmc Musculoskeletal Disorders;15. http://dx.doi.org/10.1186/1471-2474-15-2,,,
5928,REHABILITATION,"['Muramoto A, Imagama S, Ito Z, Hirano K, Tauchi R, Ishiguro N, et al']",Waist circumference is associated with locomotive syndrome in elderly females,Journal of Orthopaedic Science;19(4):612-9. http://dx.doi.org/10.1007/s00776-014-0559,,,
5929,REHABILITATION,"['Maezawa, K', 'Nozawa, M', 'Yuasa, T', 'Sato, H', 'Gomi, M', 'Kaneko, K']",Early clinical results of total hip arthroplasty assessed with the 25-question geriatric locomotive function scale and muscle strength testing,Journal Of Orthopaedic Science,2018,23:538-541,http://dx.doi.org/10.1016/j.jos.2018.02.012
5930,REHABILITATION,"['Hunt MA, Pollock CL, Kraus VB, Saxne T, Peters S, Huebner JL, et al']","Relationships amongst osteoarthritis biomarkers, dynamic knee joint load, and exercise: Results from a randomized controlled pilot study",Bmc Musculoskeletal Disorders,2013,14,http://dx.doi.org/10.1186/1471-2474-14-115
5931,REHABILITATION,"['Ikumi, A', 'Kubota, S', 'Shimizu, Y', 'Kadone, H', 'Marushima, A', 'Ueno, T', 'Kawamoto, H', 'Hada, Y', 'Matsumura, A', 'Sankai, Y', 'Yamazaki, M']",Decrease of spasticity after hybrid assistive limb (r) training for a patient with c4 quadriplegia due to chronic sci,Journal Of Spinal Cord Medicine,2017,40:573-578,http://dx.doi.org/10.1080/10790268.2016.1225913
5932,REHABILITATION,"['Ning XP, Jin SG and Mirka GA']",Describing the active region boundary of emg-assisted biomechanical models of the low back,Clinical Biomechanics;27(5):422-7. http://dx.doi.org/10.1016/j.clinbiomech,2011.11.00,2011,1.003
5933,REHABILITATION,"['Puentes, S', 'Kadone, H', 'Kubota, S', 'Abe, T', 'Shimizu, Y', 'Marushima, A', 'Sankai, Y', 'Yamazaki, M', 'Suzuki, K']",Reshaping of gait coordination by robotic intervention in myelopathy patients after surgery,Frontiers In Neuroscience,2018,12:00,http://dx.doi.org/10.3389/fnins.2018.00099
